page,term,snippet
68,ranging,"sertion, d. With these calibrations, REASON will be operated and its data analyzed to explore physical constraints on the potential habitability of Europa through a full suite ofaltimetry, reﬂectom- etry, sounding, interferometry, plasma characterization,a n dranging measurements—each described brieﬂy below with their implications for REASON guiding and extended science (Table 2) as well as complementary science. Surface returns from the REASON VHF (with ionospheric-delay corrections provided by concurrent HF surface retu"
68,plasma,"re and after Jupiter orbit insertion, d. With these calibrations, REASON will be operated and its data analyzed to explore physical constraints on the potential habitability of Europa through a full suite ofaltimetry, reﬂectom- etry, sounding, interferometry, plasma characterization,a n dranging measurements—each described brieﬂy below with their implications for REASON guiding and extended science (Table 2) as well as complementary science. Surface returns from the REASON VHF (with ionospheric-delay corrections provided"
68,measurement,"d. With these calibrations, REASON will be operated and its data analyzed to explore physical constraints on the potential habitability of Europa through a full suite ofaltimetry, reﬂectom- etry, sounding, interferometry, plasma characterization,a n dranging measurements—each described brieﬂy below with their implications for REASON guiding and extended science (Table 2) as well as complementary science. Surface returns from the REASON VHF (with ionospheric-delay corrections provided by concurrent HF surface returns) are a s"
68,measurement,"Table 2) as well as complementary science. Surface returns from the REASON VHF (with ionospheric-delay corrections provided by concurrent HF surface returns) are a signiﬁcant but often underappreciated observation at Europa, representing the primary altimetry measurement for the Europa Clipper pay- load. This altimetry measurement will be used, in combination with EIS stereo imagery, to provide registration and measurement of the surface geometry of Europa which in turn provides a framework for critical hypothesis tests of ﬂo"
68,measurement,"om the REASON VHF (with ionospheric-delay corrections provided by concurrent HF surface returns) are a signiﬁcant but often underappreciated observation at Europa, representing the primary altimetry measurement for the Europa Clipper pay- load. This altimetry measurement will be used, in combination with EIS stereo imagery, to provide registration and measurement of the surface geometry of Europa which in turn provides a framework for critical hypothesis tests of ﬂoatation from any shallow subsur- face water bodies. In additi"
68,measurement,"s) are a signiﬁcant but often underappreciated observation at Europa, representing the primary altimetry measurement for the Europa Clipper pay- load. This altimetry measurement will be used, in combination with EIS stereo imagery, to provide registration and measurement of the surface geometry of Europa which in turn provides a framework for critical hypothesis tests of ﬂoatation from any shallow subsur- face water bodies. In addition to providing context for both interior ice shell processes and their expression in surface"
68,measurement,"sion in surface geology through altimetry, REASON near-surface reﬂectometry will provide a quantitative assessment of Europa’s surface roughness and near-surface ma- terial properties (including brines, salt layers, porosity, and plume deposits). Reﬂectometry measurements will also provide wavelength-scale statistical constraints on surface rough- ness, which are also critical for landing-zone reconnaissance. As a sounding instrument, REASON will be able to probe both shallow (to three kilometers) and deeper subsurface"
69,interferometry,"RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page69of91 51 processes of Europa’s ice shell (up to thirty kilometers) by exploiting the sensitivity of HF and VHF (assisted by interferometry) radar signals to both the compositional and geomet- ric character of the shallow subsurface (e.g. water and salt bodies) as well as the thermo- physical structure (e.g. temperature, brine pockets) across the full depth of the ice shell potentially including"
69,sounding,RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page69of91 51 processes of Europa’s ice shell (up to thirty kilometers) by exploiting the sensitivity of HF and VHF (assisted by interferometry) radar signals to both the compositional and geomet- ric character of the shallow subsurfac
69,sounding,"better characterization of the ionosphere and local plume detection. Taken together, the REASON investigation and instrument are designed to en- able a unique suite of radar observations and analyses to test hypotheses and reveal pro- cesses, by assessing and sounding Europa from the ocean to the near-surface of the ice shell. Appendix: EnsembleofPointModels(EPM)Tables Tables 12–14 present the regime modes assumed in the construction of the point models described in Sect. 4.3. For point models in parentheses, salt layers r"
69,altimetry,"as part of larger, mission-wide, geodetic inversions to constrain ice-shell and ocean thickness. The combination of REASON HF and VHF surface returns provide a critical plasma characterization measurement that will not only allow for ionospheric correction of altimetry and ranging measurements but also provide essential constraints on the nadir TEC, which will enable both better characterization of the ionosphere and local plume detection. Taken together, the REASON investigation and instrument are designed to en- able a un"
69,ranging,"raints on subsurface properties and processes such as the depth of pore-closure, the existence of eutectic horizons, shallow and relict water bodies, and the thickness and salinity of the ice shell and ocean. The global distribution of REASON VHF returns from ranging be- tween the spacecraft and the surface at ﬂyby crossovers compared with simulated surface returns (from EIS digital elevation models including both returns at nadir and off-nadir “clutter”) will provide the opportunity to place additional constraints on tid"
69,ranging,"ger, mission-wide, geodetic inversions to constrain ice-shell and ocean thickness. The combination of REASON HF and VHF surface returns provide a critical plasma characterization measurement that will not only allow for ionospheric correction of altimetry and ranging measurements but also provide essential constraints on the nadir TEC, which will enable both better characterization of the ionosphere and local plume detection. Taken together, the REASON investigation and instrument are designed to en- able a unique suite o"
69,plasma,"tter”) will provide the opportunity to place additional constraints on tidal deforma- tion as part of larger, mission-wide, geodetic inversions to constrain ice-shell and ocean thickness. The combination of REASON HF and VHF surface returns provide a critical plasma characterization measurement that will not only allow for ionospheric correction of altimetry and ranging measurements but also provide essential constraints on the nadir TEC, which will enable both better characterization of the ionosphere and local plume de"
69,measurement,"opportunity to place additional constraints on tidal deforma- tion as part of larger, mission-wide, geodetic inversions to constrain ice-shell and ocean thickness. The combination of REASON HF and VHF surface returns provide a critical plasma characterization measurement that will not only allow for ionospheric correction of altimetry and ranging measurements but also provide essential constraints on the nadir TEC, which will enable both better characterization of the ionosphere and local plume detection. Taken together, the"
69,measurement,"sion-wide, geodetic inversions to constrain ice-shell and ocean thickness. The combination of REASON HF and VHF surface returns provide a critical plasma characterization measurement that will not only allow for ionospheric correction of altimetry and ranging measurements but also provide essential constraints on the nadir TEC, which will enable both better characterization of the ionosphere and local plume detection. Taken together, the REASON investigation and instrument are designed to en- able a unique suite of radar obse"
70,altimetry,Thick Thick Subsurface Water Interface Mush Mush Mush Sharp Mush Sharp Basal Temperature Eutectic Eutectic Eutectic Melting Eutectic Melting ( S a l tL a y e rT h i c k n e s s ) 1m 1m 1m 1m 1m 0 . 2m (Salt Layer Depth) 1/2 Ice Shell Thickness 10 km Table 14 Altimetry Reﬂectometry EPM Regime AR01 AR02 AR03 AR04 AR05 AR06 Surface Roughness Ridged Plains Chaotic Terrain Ridged Plains Ridged Plains Chaotic Terrain Ridged Plains Near-Surface Density Non-Porous Non-Porous Porous Non-Porous Non-Porous Porous Near-Surface Thickne
71,frequency,io of magnetic ﬂux density (B) to magnetic ﬁeld strength (H) CA Closest Approach Caltech California Institute of Technology CBE Current Best Estimate CDH Command and Data Handling CLK Clock Coax Coaxial cable COTS Commercial Off-the-Shelf CRF Cycle Repetition Frequency CSV Comma-Separated Value CTRL/TLM Control/Telemetry CTRL/TMG Control/Timing CTU Control and Timing Unit D/A Digital/Analog DAC Digital-to-Analog Converter DAD Deployment Assist Device DC Direct Current DEM Digital Elevation Model DES Digital Electronic Subsy
71,sounding,RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page71of91 51 AcronymsandAbbreviations A/D Analog/Digital Actr Actuator ADC Analog-to-Digital Converter ALSE Apollo 17 Lunar Sounder Experiment ANT Antenna APL Applied Physics Laboratory AS Antenna Subsystem AS-Mech Antenna Subsystem –
72,frequency,51 Page72of91 D.D.Blankenshipetal. EPM Ensemble of Point Models EPS Experiment Planning System ESA European Space Agency Europa-UVS Europa Ultraviolet Spectrograph FDVHF Full Depth Very High Frequency FET Field-Effect Transistor FJ Field Joint Flt Sys Flight System FM Flight Module FODL Fiber Optic Delay Line FPGA Field-Programmable Gate Array Frang Frangibolt FrngActuator Frangibolt Actuator Func Gen Function Generator GaN Gallium Nitride GPS Global Posit
72,frequency,e FPGA Field-Programmable Gate Array Frang Frangibolt FrngActuator Frangibolt Actuator Func Gen Function Generator GaN Gallium Nitride GPS Global Positioning System GSE Ground Support Equipment GSFC Goddard Space Flight Center H&S Health and Status HAAMX High Frequency Antenna Assembly -X HAAPX High Frequency Antenna Assembly +X HD Hard Drive HF High Frequency HFPAU High Frequency Power Ampliﬁer Unit HFPSU High Frequency Power Supply Unit HFRx High Frequency Receivers Assembly HFS High Frequency Electronic Stack HFTxDA High
72,frequency,g Frangibolt FrngActuator Frangibolt Actuator Func Gen Function Generator GaN Gallium Nitride GPS Global Positioning System GSE Ground Support Equipment GSFC Goddard Space Flight Center H&S Health and Status HAAMX High Frequency Antenna Assembly -X HAAPX High Frequency Antenna Assembly +X HD Hard Drive HF High Frequency HFPAU High Frequency Power Ampliﬁer Unit HFPSU High Frequency Power Supply Unit HFRx High Frequency Receivers Assembly HFS High Frequency Electronic Stack HFTxDA High Frequency Transmit Distribution Assembly
72,frequency,en Function Generator GaN Gallium Nitride GPS Global Positioning System GSE Ground Support Equipment GSFC Goddard Space Flight Center H&S Health and Status HAAMX High Frequency Antenna Assembly -X HAAPX High Frequency Antenna Assembly +X HD Hard Drive HF High Frequency HFPAU High Frequency Power Ampliﬁer Unit HFPSU High Frequency Power Supply Unit HFRx High Frequency Receivers Assembly HFS High Frequency Electronic Stack HFTxDA High Frequency Transmit Distribution Assembly HW Hardware I/F Interface I&O Inner and Outer I&T I
72,frequency,GaN Gallium Nitride GPS Global Positioning System GSE Ground Support Equipment GSFC Goddard Space Flight Center H&S Health and Status HAAMX High Frequency Antenna Assembly -X HAAPX High Frequency Antenna Assembly +X HD Hard Drive HF High Frequency HFPAU High Frequency Power Ampliﬁer Unit HFPSU High Frequency Power Supply Unit HFRx High Frequency Receivers Assembly HFS High Frequency Electronic Stack HFTxDA High Frequency Transmit Distribution Assembly HW Hardware I/F Interface I&O Inner and Outer I&T Integration-and-Test I
72,frequency,ng System GSE Ground Support Equipment GSFC Goddard Space Flight Center H&S Health and Status HAAMX High Frequency Antenna Assembly -X HAAPX High Frequency Antenna Assembly +X HD Hard Drive HF High Frequency HFPAU High Frequency Power Ampliﬁer Unit HFPSU High Frequency Power Supply Unit HFRx High Frequency Receivers Assembly HFS High Frequency Electronic Stack HFTxDA High Frequency Transmit Distribution Assembly HW Hardware I/F Interface I&O Inner and Outer I&T Integration-and-Test IC Integrated Circuit IEP Initial Encounte
72,frequency,GSFC Goddard Space Flight Center H&S Health and Status HAAMX High Frequency Antenna Assembly -X HAAPX High Frequency Antenna Assembly +X HD Hard Drive HF High Frequency HFPAU High Frequency Power Ampliﬁer Unit HFPSU High Frequency Power Supply Unit HFRx High Frequency Receivers Assembly HFS High Frequency Electronic Stack HFTxDA High Frequency Transmit Distribution Assembly HW Hardware I/F Interface I&O Inner and Outer I&T Integration-and-Test IC Integrated Circuit IEP Initial Encounter Plan IESD Internal Electrostatic Dis
72,frequency,Health and Status HAAMX High Frequency Antenna Assembly -X HAAPX High Frequency Antenna Assembly +X HD Hard Drive HF High Frequency HFPAU High Frequency Power Ampliﬁer Unit HFPSU High Frequency Power Supply Unit HFRx High Frequency Receivers Assembly HFS High Frequency Electronic Stack HFTxDA High Frequency Transmit Distribution Assembly HW Hardware I/F Interface I&O Inner and Outer I&T Integration-and-Test IC Integrated Circuit IEP Initial Encounter Plan IESD Internal Electrostatic Discharge II&T Instrument Integration-and
72,frequency,Antenna Assembly -X HAAPX High Frequency Antenna Assembly +X HD Hard Drive HF High Frequency HFPAU High Frequency Power Ampliﬁer Unit HFPSU High Frequency Power Supply Unit HFRx High Frequency Receivers Assembly HFS High Frequency Electronic Stack HFTxDA High Frequency Transmit Distribution Assembly HW Hardware I/F Interface I&O Inner and Outer I&T Integration-and-Test IC Integrated Circuit IEP Initial Encounter Plan IESD Internal Electrostatic Discharge II&T Instrument Integration-and-Test Instr Instrument IOS Instrument O
73,PRF,ribution Assembly PCU Power Converter Unit PDS Planetary Data System PEEK Polyetheretherketone PI Principal Investigator PIMS Plasma Instrument for Magnetic Sounding PLL Phase Locked Loop PME Propulsion Module Electronics PPDP Partially Processed Data Product PRF Pulse Repetition Frequency Prop Propulsion PRT Platinum Resistance Thermometer PSS Power Switch Slice PSU Power Supply Unit PWM Pulse-Width Modulation PWR Power PX +X PX/MX +X/-X PXI +X Inner PXO +X Outer RAMBo Radar Acquisition & Management Board RAP Referen
73,pulse repetition,tion Assembly PCU Power Converter Unit PDS Planetary Data System PEEK Polyetheretherketone PI Principal Investigator PIMS Plasma Instrument for Magnetic Sounding PLL Phase Locked Loop PME Propulsion Module Electronics PPDP Partially Processed Data Product PRF Pulse Repetition Frequency Prop Propulsion PRT Platinum Resistance Thermometer PSS Power Switch Slice PSU Power Supply Unit PWM Pulse-Width Modulation PWR Power PX +X PX/MX +X/-X PXI +X Inner PXO +X Outer RAMBo Radar Acquisition & Management Board RAP Reference Activity Plan
73,frequency,Power Converter Unit PDS Planetary Data System PEEK Polyetheretherketone PI Principal Investigator PIMS Plasma Instrument for Magnetic Sounding PLL Phase Locked Loop PME Propulsion Module Electronics PPDP Partially Processed Data Product PRF Pulse Repetition Frequency Prop Propulsion PRT Platinum Resistance Thermometer PSS Power Switch Slice PSU Power Supply Unit PWM Pulse-Width Modulation PWR Power PX +X PX/MX +X/-X PXI +X Inner PXO +X Outer RAMBo Radar Acquisition & Management Board RAP Reference Activity Plan
73,pulse,tion Assembly PCU Power Converter Unit PDS Planetary Data System PEEK Polyetheretherketone PI Principal Investigator PIMS Plasma Instrument for Magnetic Sounding PLL Phase Locked Loop PME Propulsion Module Electronics PPDP Partially Processed Data Product PRF Pulse Repetition Frequency Prop Propulsion PRT Platinum Resistance Thermometer PSS Power Switch Slice PSU Power Supply Unit PWM Pulse-Width Modulation PWR Power PX +X PX/MX +X/-X PXI +X Inner PXO +X Outer RAMBo Radar Acquisition & Management Board RAP Reference Act
73,pulse,Instrument for Magnetic Sounding PLL Phase Locked Loop PME Propulsion Module Electronics PPDP Partially Processed Data Product PRF Pulse Repetition Frequency Prop Propulsion PRT Platinum Resistance Thermometer PSS Power Switch Slice PSU Power Supply Unit PWM Pulse-Width Modulation PWR Power PX +X PX/MX +X/-X PXI +X Inner PXO +X Outer RAMBo Radar Acquisition & Management Board RAP Reference Activity Plan
73,sounding,RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page73of91 51 m-SDS Mission Science Data System magamp Magnetic Ampliﬁer MARSIS Mars Advanced Radar for Subsurface and Ionospheric Sounding MASPEX MAss Spectrometer for Planetary EXploration Meas. Measurement MISE Mapping Imaging Spect
73,sounding,RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page73of91 51 m-SDS Mission Science Data System magamp Magnetic Ampliﬁer MARSIS Mars Advanced Radar for Subsurface and Ionospheric Sounding MASPEX MAss Spectrometer for Planetary EXploration Meas. Measurement MISE Mapping Imaging Spectrometer for Europa MN Matching Network MOS Mission Operations System MRAM Magnetoresistive Random-Access Memory MRAM_SEL Magnetoresistive Random-Access Memory Selec
73,sounding,"liﬁer PC Personal Computer PCE Planning, Coordination, and Execution Operations PCDA Power Control Distribution Assembly PCU Power Converter Unit PDS Planetary Data System PEEK Polyetheretherketone PI Principal Investigator PIMS Plasma Instrument for Magnetic Sounding PLL Phase Locked Loop PME Propulsion Module Electronics PPDP Partially Processed Data Product PRF Pulse Repetition Frequency Prop Propulsion PRT Platinum Resistance Thermometer PSS Power Switch Slice PSU Power Supply Unit PWM Pulse-Width Modulation PWR Power"
73,plasma,"Ampliﬁcation Unit PA Power Ampliﬁer PC Personal Computer PCE Planning, Coordination, and Execution Operations PCDA Power Control Distribution Assembly PCU Power Converter Unit PDS Planetary Data System PEEK Polyetheretherketone PI Principal Investigator PIMS Plasma Instrument for Magnetic Sounding PLL Phase Locked Loop PME Propulsion Module Electronics PPDP Partially Processed Data Product PRF Pulse Repetition Frequency Prop Propulsion PRT Platinum Resistance Thermometer PSS Power Switch Slice PSU Power Supply Unit PWM"
73,measurement,RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page73of91 51 m-SDS Mission Science Data System magamp Magnetic Ampliﬁer MARSIS Mars Advanced Radar for Subsurface and Ionospheric Sounding MASPEX MAss Spectrometer for Planetary EXploration Meas. Measurement MISE Mapping Imaging Spectrometer for Europa MN Matching Network MOS Mission Operations System MRAM Magnetoresistive Random-Access Memory MRAM_SEL Magnetoresistive Random-Access Memory Select MRO Mars Reconnaissance Orbiter MX -X MXI -X Inner MXO -X Outer NAI
74,frequency,51 Page74of91 D.D.Blankenshipetal. RAW Raw Data Product REASON Radar for Europa Assessment and Sounding: Ocean to Near-surface REU Remote Engineering Unit RF Radio Frequency RFES Radio Frequency Electronics System RFES-JPL Radio Frequency Electronics System Jet Propulsion Laboratory RFI Radio Frequency Interference RFPSU Radio Frequency Power Supply Unit RIME Radar for Icy Moons Exploration Rx Receiver S/C Spacecraft SA Solar Arr
74,frequency,51 Page74of91 D.D.Blankenshipetal. RAW Raw Data Product REASON Radar for Europa Assessment and Sounding: Ocean to Near-surface REU Remote Engineering Unit RF Radio Frequency RFES Radio Frequency Electronics System RFES-JPL Radio Frequency Electronics System Jet Propulsion Laboratory RFI Radio Frequency Interference RFPSU Radio Frequency Power Supply Unit RIME Radar for Icy Moons Exploration Rx Receiver S/C Spacecraft SA Solar Arrays SAR Synthetic Ape
74,frequency,51 Page74of91 D.D.Blankenshipetal. RAW Raw Data Product REASON Radar for Europa Assessment and Sounding: Ocean to Near-surface REU Remote Engineering Unit RF Radio Frequency RFES Radio Frequency Electronics System RFES-JPL Radio Frequency Electronics System Jet Propulsion Laboratory RFI Radio Frequency Interference RFPSU Radio Frequency Power Supply Unit RIME Radar for Icy Moons Exploration Rx Receiver S/C Spacecraft SA Solar Arrays SAR Synthetic Aperture Radar SC/PropMod Spacecraft Propulsion
74,frequency,RAW Raw Data Product REASON Radar for Europa Assessment and Sounding: Ocean to Near-surface REU Remote Engineering Unit RF Radio Frequency RFES Radio Frequency Electronics System RFES-JPL Radio Frequency Electronics System Jet Propulsion Laboratory RFI Radio Frequency Interference RFPSU Radio Frequency Power Supply Unit RIME Radar for Icy Moons Exploration Rx Receiver S/C Spacecraft SA Solar Arrays SAR Synthetic Aperture Radar SC/PropMod Spacecraft Propulsion Module Sci Sys Science System SCOS Spacecraft Operations Subsyst
74,frequency,for Europa Assessment and Sounding: Ocean to Near-surface REU Remote Engineering Unit RF Radio Frequency RFES Radio Frequency Electronics System RFES-JPL Radio Frequency Electronics System Jet Propulsion Laboratory RFI Radio Frequency Interference RFPSU Radio Frequency Power Supply Unit RIME Radar for Icy Moons Exploration Rx Receiver S/C Spacecraft SA Solar Arrays SAR Synthetic Aperture Radar SC/PropMod Spacecraft Propulsion Module Sci Sys Science System SCOS Spacecraft Operations Subsystem SDS Science Data System SELENE S
74,sounding,51 Page74of91 D.D.Blankenshipetal. RAW Raw Data Product REASON Radar for Europa Assessment and Sounding: Ocean to Near-surface REU Remote Engineering Unit RF Radio Frequency RFES Radio Frequency Electronics System RFES-JPL Radio Frequency Electronics System Jet Propulsion Laboratory RFI Radio Frequency Interference RFPSU Radio Frequency Power Supply Unit RIME R
75,frequency,RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page75of91 51 UTIG University of Texas Institute for Geophysics V&V Veriﬁcation and Validation V AA Very High Frequency Antenna Assembly V AAMXI Very High Frequency Antenna Assembly -X Inner V AAMXI/O Very High Frequency Antenna Assembly -X Inner/Outer V AAMXO Very High Frequency Antenna Assembly -X Outer V AAPXI Very High Frequency Antenna Assembly +X Inner V AAPXI/O Very Hig
75,frequency,RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page75of91 51 UTIG University of Texas Institute for Geophysics V&V Veriﬁcation and Validation V AA Very High Frequency Antenna Assembly V AAMXI Very High Frequency Antenna Assembly -X Inner V AAMXI/O Very High Frequency Antenna Assembly -X Inner/Outer V AAMXO Very High Frequency Antenna Assembly -X Outer V AAPXI Very High Frequency Antenna Assembly +X Inner V AAPXI/O Very High Frequency Antenna Assembly +X Inner/Outer V
75,frequency,opaAssessmentandSounding: OceantoNear-Surface... Page75of91 51 UTIG University of Texas Institute for Geophysics V&V Veriﬁcation and Validation V AA Very High Frequency Antenna Assembly V AAMXI Very High Frequency Antenna Assembly -X Inner V AAMXI/O Very High Frequency Antenna Assembly -X Inner/Outer V AAMXO Very High Frequency Antenna Assembly -X Outer V AAPXI Very High Frequency Antenna Assembly +X Inner V AAPXI/O Very High Frequency Antenna Assembly +X Inner/Outer V AAPXO Very High Frequency Antenna Assembly +X Outer VDD
75,frequency,51 UTIG University of Texas Institute for Geophysics V&V Veriﬁcation and Validation V AA Very High Frequency Antenna Assembly V AAMXI Very High Frequency Antenna Assembly -X Inner V AAMXI/O Very High Frequency Antenna Assembly -X Inner/Outer V AAMXO Very High Frequency Antenna Assembly -X Outer V AAPXI Very High Frequency Antenna Assembly +X Inner V AAPXI/O Very High Frequency Antenna Assembly +X Inner/Outer V AAPXO Very High Frequency Antenna Assembly +X Outer VDD Positive supply voltage VHF Very High Frequency VHFPAU Very
75,frequency,&V Veriﬁcation and Validation V AA Very High Frequency Antenna Assembly V AAMXI Very High Frequency Antenna Assembly -X Inner V AAMXI/O Very High Frequency Antenna Assembly -X Inner/Outer V AAMXO Very High Frequency Antenna Assembly -X Outer V AAPXI Very High Frequency Antenna Assembly +X Inner V AAPXI/O Very High Frequency Antenna Assembly +X Inner/Outer V AAPXO Very High Frequency Antenna Assembly +X Outer VDD Positive supply voltage VHF Very High Frequency VHFPAU Very High Frequency Power Ampliﬁer Unit VHFPSU Very High F
75,frequency,ntenna Assembly V AAMXI Very High Frequency Antenna Assembly -X Inner V AAMXI/O Very High Frequency Antenna Assembly -X Inner/Outer V AAMXO Very High Frequency Antenna Assembly -X Outer V AAPXI Very High Frequency Antenna Assembly +X Inner V AAPXI/O Very High Frequency Antenna Assembly +X Inner/Outer V AAPXO Very High Frequency Antenna Assembly +X Outer VDD Positive supply voltage VHF Very High Frequency VHFPAU Very High Frequency Power Ampliﬁer Unit VHFPSU Very High Frequency Power Supply Unit VHFRx Very High Frequency Rec
75,frequency,-X Inner V AAMXI/O Very High Frequency Antenna Assembly -X Inner/Outer V AAMXO Very High Frequency Antenna Assembly -X Outer V AAPXI Very High Frequency Antenna Assembly +X Inner V AAPXI/O Very High Frequency Antenna Assembly +X Inner/Outer V AAPXO Very High Frequency Antenna Assembly +X Outer VDD Positive supply voltage VHF Very High Frequency VHFPAU Very High Frequency Power Ampliﬁer Unit VHFPSU Very High Frequency Power Supply Unit VHFRx Very High Frequency Receivers Assembly VHFS Very High Frequency Electronic Stack VH
75,frequency,O Very High Frequency Antenna Assembly -X Outer V AAPXI Very High Frequency Antenna Assembly +X Inner V AAPXI/O Very High Frequency Antenna Assembly +X Inner/Outer V AAPXO Very High Frequency Antenna Assembly +X Outer VDD Positive supply voltage VHF Very High Frequency VHFPAU Very High Frequency Power Ampliﬁer Unit VHFPSU Very High Frequency Power Supply Unit VHFRx Very High Frequency Receivers Assembly VHFS Very High Frequency Electronic Stack VHFTxDA Very High Frequency Transmitters Distribution Assembly WBS Work Breakdow
75,frequency,na Assembly -X Outer V AAPXI Very High Frequency Antenna Assembly +X Inner V AAPXI/O Very High Frequency Antenna Assembly +X Inner/Outer V AAPXO Very High Frequency Antenna Assembly +X Outer VDD Positive supply voltage VHF Very High Frequency VHFPAU Very High Frequency Power Ampliﬁer Unit VHFPSU Very High Frequency Power Supply Unit VHFRx Very High Frequency Receivers Assembly VHFS Very High Frequency Electronic Stack VHFTxDA Very High Frequency Transmitters Distribution Assembly WBS Work Breakdown Structure Acknowledgement
75,frequency,y Antenna Assembly +X Inner V AAPXI/O Very High Frequency Antenna Assembly +X Inner/Outer V AAPXO Very High Frequency Antenna Assembly +X Outer VDD Positive supply voltage VHF Very High Frequency VHFPAU Very High Frequency Power Ampliﬁer Unit VHFPSU Very High Frequency Power Supply Unit VHFRx Very High Frequency Receivers Assembly VHFS Very High Frequency Electronic Stack VHFTxDA Very High Frequency Transmitters Distribution Assembly WBS Work Breakdown Structure Acknowledgements This work was supported by NASA through the E
75,frequency,igh Frequency Antenna Assembly +X Inner/Outer V AAPXO Very High Frequency Antenna Assembly +X Outer VDD Positive supply voltage VHF Very High Frequency VHFPAU Very High Frequency Power Ampliﬁer Unit VHFPSU Very High Frequency Power Supply Unit VHFRx Very High Frequency Receivers Assembly VHFS Very High Frequency Electronic Stack VHFTxDA Very High Frequency Transmitters Distribution Assembly WBS Work Breakdown Structure Acknowledgements This work was supported by NASA through the Europa Clipper Project (80NM0018F0615). The R
75,frequency,"r V AAPXO Very High Frequency Antenna Assembly +X Outer VDD Positive supply voltage VHF Very High Frequency VHFPAU Very High Frequency Power Ampliﬁer Unit VHFPSU Very High Frequency Power Supply Unit VHFRx Very High Frequency Receivers Assembly VHFS Very High Frequency Electronic Stack VHFTxDA Very High Frequency Transmitters Distribution Assembly WBS Work Breakdown Structure Acknowledgements This work was supported by NASA through the Europa Clipper Project (80NM0018F0615). The REASON radar was designed, built, and tested"
75,frequency,"y +X Outer VDD Positive supply voltage VHF Very High Frequency VHFPAU Very High Frequency Power Ampliﬁer Unit VHFPSU Very High Frequency Power Supply Unit VHFRx Very High Frequency Receivers Assembly VHFS Very High Frequency Electronic Stack VHFTxDA Very High Frequency Transmitters Distribution Assembly WBS Work Breakdown Structure Acknowledgements This work was supported by NASA through the Europa Clipper Project (80NM0018F0615). The REASON radar was designed, built, and tested at the Jet Propulsion Laboratory, California"
75,sounding,RadarforEuropaAssessmentandSounding: OceantoNear-Surface... Page75of91 51 UTIG University of Texas Institute for Geophysics V&V Veriﬁcation and Validation V AA Very High Frequency Antenna Assembly V AAMXI Very High Frequency Antenna Assembly -X Inner V AAMXI/O Very High Frequency Antenna Assemb
76,sounding,"genal F, Dougherty L, Bodisch K, Richardson J, Belcher J (2017) Survey of V oyager plasma science ions at Jupiter: 1. Analysis method. J Geophys Res Space Phys 122:8241–8256. https://doi.org/10.1002/ 2016JA023797 Bailey J, Evans S, Robin GdQ (1964) Radio echo sounding of polar ice sheets. Nature 204:420–421. https:// doi.org/10.1038/204420a0 Barr AC, Showman AP (2009) Heat transfer in Europa’s icy shell. In: Pappalardo RT, McKinnon WB, Khu- rana KK (eds) Europa. University of Arizona Press, Tucson, pp 405–430. https://doi."
76,sounding,"ics Blankenship D, Morse D, Finn C, Bell R, Peters M, Kempf S, Hodge S, Studinger M, Behrendt JC, Brozena J (2001) Geologic controls on the initiation of rapid basal motion for West Antarctic ice streams: a geophysical perspective including new airborne radar sounding and laser altimetry results. West Antarct Ice Sheet Behav Environ 77:105–121. https://doi.org/10.1029/AR077p0105 Blankenship DD, Young DA, Moore WB, Moore JC (2009) Radar sounding of Europa’s subsurface properties and processes: the view from Earth. In: Pappa"
76,sounding,"t Antarctic ice streams: a geophysical perspective including new airborne radar sounding and laser altimetry results. West Antarct Ice Sheet Behav Environ 77:105–121. https://doi.org/10.1029/AR077p0105 Blankenship DD, Young DA, Moore WB, Moore JC (2009) Radar sounding of Europa’s subsurface properties and processes: the view from Earth. In: Pappalardo RT, McKinnon WB, Khurana KK (eds) Europa. University of Arizona Press, Tucson, pp 631–654. https://doi.org/10.2307/j.ctt1xp3wdw.33"
76,altimetry,"Morse D, Finn C, Bell R, Peters M, Kempf S, Hodge S, Studinger M, Behrendt JC, Brozena J (2001) Geologic controls on the initiation of rapid basal motion for West Antarctic ice streams: a geophysical perspective including new airborne radar sounding and laser altimetry results. West Antarct Ice Sheet Behav Environ 77:105–121. https://doi.org/10.1029/AR077p0105 Blankenship DD, Young DA, Moore WB, Moore JC (2009) Radar sounding of Europa’s subsurface properties and processes: the view from Earth. In: Pappalardo RT, McKinnon W"
